Fecha,Día,Mes,Año,Día Nombre,Mes Nombre,Día de descanso,Holiday
02/16/2029,16,2,2029,Friday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/17/2029,17,2,2029,Saturday                                                                                                                                                                                                                                                       ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/18/2029,18,2,2029,Sunday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Descanso,NA
02/19/2029,19,2,2029,Monday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/20/2029,20,2,2029,Tuesday                                                                                                                                                                                                                                                        ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/21/2029,21,2,2029,Wednesday                                                                                                                                                                                                                                                      ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/22/2029,22,2,2029,Thursday                                                                                                                                                                                                                                                       ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/23/2029,23,2,2029,Friday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/24/2029,24,2,2029,Saturday                                                                                                                                                                                                                                                       ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/25/2029,25,2,2029,Sunday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Descanso,NA
02/26/2029,26,2,2029,Monday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/27/2029,27,2,2029,Tuesday                                                                                                                                                                                                                                                        ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/28/2029,28,2,2029,Wednesday                                                                                                                                                                                                                                                      ,February                                                                                                                                                                                                                                                       ,Laborar,NA
03/01/2029,1,3,2029,Thursday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/02/2029,2,3,2029,Friday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/03/2029,3,3,2029,Saturday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/04/2029,4,3,2029,Sunday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Descanso,NA
03/05/2029,5,3,2029,Monday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/06/2029,6,3,2029,Tuesday                                                                                                                                                                                                                                                        ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/07/2029,7,3,2029,Wednesday                                                                                                                                                                                                                                                      ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/08/2029,8,3,2029,Thursday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/09/2029,9,3,2029,Friday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/10/2029,10,3,2029,Saturday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/11/2029,11,3,2029,Sunday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Descanso,NA
03/12/2029,12,3,2029,Monday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/13/2029,13,3,2029,Tuesday                                                                                                                                                                                                                                                        ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/14/2029,14,3,2029,Wednesday                                                                                                                                                                                                                                                      ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/15/2029,15,3,2029,Thursday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/16/2029,16,3,2029,Friday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/17/2029,17,3,2029,Saturday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/18/2029,18,3,2029,Sunday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Descanso,NA
03/19/2029,19,3,2029,Monday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/20/2029,20,3,2029,Tuesday                                                                                                                                                                                                                                                        ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/21/2029,21,3,2029,Wednesday                                                                                                                                                                                                                                                      ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/22/2029,22,3,2029,Thursday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/23/2029,23,3,2029,Friday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/24/2029,24,3,2029,Saturday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/25/2029,25,3,2029,Sunday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Descanso,NA
03/26/2029,26,3,2029,Monday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/27/2029,27,3,2029,Tuesday                                                                                                                                                                                                                                                        ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/28/2029,28,3,2029,Wednesday                                                                                                                                                                                                                                                      ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/29/2029,29,3,2029,Thursday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/30/2029,30,3,2029,Friday                                                                                                                                                                                                                                                         ,March                                                                                                                                                                                                                                                          ,Laborar,NA
03/31/2029,31,3,2029,Saturday                                                                                                                                                                                                                                                       ,March                                                                                                                                                                                                                                                          ,Laborar,NA
04/01/2029,1,4,2029,Sunday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Descanso,NA
04/02/2029,2,4,2029,Monday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/03/2029,3,4,2029,Tuesday                                                                                                                                                                                                                                                        ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/04/2029,4,4,2029,Wednesday                                                                                                                                                                                                                                                      ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/05/2029,5,4,2029,Thursday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/06/2029,6,4,2029,Friday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/07/2029,7,4,2029,Saturday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/08/2029,8,4,2029,Sunday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Descanso,NA
04/09/2029,9,4,2029,Monday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/10/2029,10,4,2029,Tuesday                                                                                                                                                                                                                                                        ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/11/2029,11,4,2029,Wednesday                                                                                                                                                                                                                                                      ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/12/2029,12,4,2029,Thursday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/13/2029,13,4,2029,Friday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/14/2029,14,4,2029,Saturday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/15/2029,15,4,2029,Sunday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Descanso,NA
04/16/2029,16,4,2029,Monday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/17/2029,17,4,2029,Tuesday                                                                                                                                                                                                                                                        ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/18/2029,18,4,2029,Wednesday                                                                                                                                                                                                                                                      ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/19/2029,19,4,2029,Thursday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/20/2029,20,4,2029,Friday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/21/2029,21,4,2029,Saturday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/22/2029,22,4,2029,Sunday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Descanso,NA
04/23/2029,23,4,2029,Monday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/24/2029,24,4,2029,Tuesday                                                                                                                                                                                                                                                        ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/25/2029,25,4,2029,Wednesday                                                                                                                                                                                                                                                      ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/26/2029,26,4,2029,Thursday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/27/2029,27,4,2029,Friday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/28/2029,28,4,2029,Saturday                                                                                                                                                                                                                                                       ,April                                                                                                                                                                                                                                                          ,Laborar,NA
04/29/2029,29,4,2029,Sunday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Descanso,NA
04/30/2029,30,4,2029,Monday                                                                                                                                                                                                                                                         ,April                                                                                                                                                                                                                                                          ,Laborar,NA
05/01/2029,1,5,2029,Tuesday                                                                                                                                                                                                                                                        ,May                                                                                                                                                                                                                                                            ,Laborar,NA
05/02/2029,2,5,2029,Wednesday                                                                                                                                                                                                                                                      ,May                                                                                                                                                                                                                                                            ,Laborar,NA
05/03/2029,3,5,2029,Thursday                                                                                                                                                                                                                                                       ,May                                                                                                                                                                                                                                                            ,Laborar,NA
05/04/2029,4,5,2029,Friday                                                                                                                                                                                                                                                         ,May                                                                                                                                                                                                                                                            ,Laborar,NA
05/05/2029,5,5,2029,Saturday                                                                                                                                                                                                                                                       ,May                                                                                                                                                                                                                                                            ,Laborar,NA
05/06/2029,6,5,2029,Sunday                                                                                                                                                                                                                                                         ,May                                                                                                                                                                                                                                                            ,Descanso,NA
05/07/2029,7,5,2029,Monday                                                                                                                                                                                                                                                         ,May                                                                                                                                                                                                                                                            ,Laborar,NA
05/08/2029,8,5,2029,Tuesday                                                                                                                                                                                                                                                        ,May                                                                                                                                                                                                                                                            ,Laborar,NA
05/09/2029,9,5,2029,Wednesday                                                                                                                                                                                                                                                      ,May                                                                                                                                                                                                                                                            ,Laborar,NA
